Station;Area;ICUL;Suborder;Family;Genus;Species;MorphoSpecies;#ind;Gear;Sampleunit1;Sampleunit2;Lat_start;Lat_end;Long_start;Long_end;depth_start;depth_end;Current velocity;Current direction;Salinity;Silicate;Phosphate;pH;Dissolved oxygen;Nitrate;Iron;Temperature;Lat_start_dec;Lat_end_dec;Long_start_dec;Long_end_dec
6_4;S Slope Aleutian Trench;ICUL16819;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16815;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16634;Tanaidomorpha;Caudalongidae;Univeristatotanais;;sp. 1;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16817;Tanaidomorpha;Typhlotanaidae;Typhlotanais;plebejus;sp. 1;2;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_5;S Slope Aleutian Trench;ICUL16616;Tanaidomorpha;Agathotanaidae;Paragathotanais;;sp. 3;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_5;S Slope Aleutian Trench;ICUL16674;Tanaidomorpha;Paratanaoidea incertae sedis;Robustochelia;;sp. 1;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_5;S Slope Aleutian Trench;ICUL16778;Tanaidomorpha;Akanthophoreidae;Akanthophoreus;;sp. 1;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_5;S Slope Aleutian Trench;ICUL10720;Tanaidomorpha;Colletteidae;Collettea;;sp. 2;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_5;S Slope Aleutian Trench;ICUL16675;Tanaidomorpha;Paratanaoidea incertae sedis;Robustochelia;;sp. 1;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_5;S Slope Aleutian Trench;ICUL16653;Apseudomorpha;Apseudidae;Fageapseudes;;sp. 1;1;BC;;;50° 37.933' N;;169° 48.071' W;;5315;;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01053694;;-169.0133531;
6_8;S Slope Aleutian Trench;ICUL17014;Tanaidomorpha;Tanaellidae;Arthrura;;sp. 1;1;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13476;Tanaidomorpha;Paranarthrurellidae;Armatognathia;;sp. 1;1;EBS;Supra;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13477;Tanaidomorpha;Paranarthrurellidae;Armatognathia;;sp. 1;1;EBS;Epi;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13482;Tanaidomorpha;Tanaellidae;Arthrura;;sp. 1;1;EBS;Epi-Ü;500 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13474;Tanaidomorpha;Paratanaoidea incertae sedis;Insociabilitanais;;sp. 1;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13480;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 2;2;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13471;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 1;1;EBS;Supra;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13478;Tanaidomorpha;Paratanaoidea incertae sedis;Leptognathioides;;sp. 1;1;EBS;Epi;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13473;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL16085;Tanaidomorpha;Typhlotanaidae;Starkus;;sp. 2;1;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13467;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;4;EBS;Supra;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13468;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;2;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13475;Tanaidomorpha;Agathotanaidae;stet.;;sp. 1;1;EBS;Supra;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13479;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 4;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13486;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;Epi;300 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13465;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;2;EBS;Epi-Ü;500 µm;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL16084;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 1;1;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13470;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL16091;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 3;1;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13481;Tanaidomorpha;Typhlotanaidae;Typhlotanais;spinicauda;sp. 1;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13466;Tanaidomorpha;Typhlotanaidae;Typhlotanais;spinicauda;sp. 1;1;EBS;Supra;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL16792;Apseudomorpha;Apseudidae;Fageapseudes;;sp. 1;2;EBS;;;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13469;Tanaidomorpha;Typhlotanaidae;Typhlotanais;plicatus;sp. 1;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
6_8;S Slope Aleutian Trench;ICUL13472;Tanaidomorpha;Typhlotanaidae;Typhlotanais;plebejus;sp. 1;1;EBS;Epi;Livesorting;50° 39,337' N;50° 38,253' N;169° 45,744' W;169° 50,390' W;5263;5330;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01092694;50.01062583;-169.0127067;-169.0139972
7_3;Hadal;ICUL13488;Tanaidomorpha;Agathotanaidae;stet.;;sp. 1;1;EBS;;;51° 30,074' N;51° 32,858' N;168° 49,361' W;168° 53,825' W;7195;7214;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.00835389;51.00912722;-168.0137114;-168.0149514
7_8;Hadal;ICUL13492;Tanaidomorpha;Paratanaoidea incertae sedis;Singula;;sp. 1;1;EBS;Epi;300 µm;51° 20,738' N;51° 21,833' N;168° 52,891' W;168° 58,685' W;6499;6598;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.00576056;51.00606472;-168.0146919;-168.0163014
7_8;Hadal;ICUL13491;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;2;EBS;Epi;300 µm;51° 20,738' N;51° 21,833' N;168° 52,891' W;168° 58,685' W;6499;6598;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.00576056;51.00606472;-168.0146919;-168.0163014
7_9;Hadal;ICUL16658;Tanaidomorpha;Colletteidae;Leptognathiopsis;;sp. 2;1;BC;;;51° 21.987' N;;168° 56.582' W;;6556;;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.0061075;;-168.0157172;
7_9;Hadal;ICUL16721;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;3;BC;;;51° 21.987' N;;168° 56.582' W;;6556;;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.0061075;;-168.0157172;
7_9;Hadal;ICUL16672;Tanaidomorpha;Paratanaoidea incertae sedis;Leptognathioides;;sp. 1;1;BC;;;51° 21.987' N;;168° 56.582' W;;6556;;0.01799;63.48596;34.68747;161.98258;2.55598;7.67539;155.46682;36.73442;0.00061;1.03860;51.0061075;;-168.0157172;
8_4;"N Slope Aleutian Trench

";ICUL13499;Tanaidomorpha;Leptognathiidae;Forcipatia;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13418;Tanaidomorpha;Leptognathiidae;Leptognathia;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13502;Tanaidomorpha;Typhlotanaidae;Starkus;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13424;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13417;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13419;Tanaidomorpha;Paratanaoidea incertae sedis;Singula;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL15900;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13498;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 6;1;EBS;Epi;Livesorting;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13497;Tanaidomorpha;Caudalongidae;Univeristatotanais;;sp. 1;1;EBS;Epi;Livesorting;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_4;"N Slope Aleutian Trench

";ICUL13501;Tanaidomorpha;Caudalongidae;Univeristatotanais;;sp. 1;3;EBS;Epi;300 µm;52° 22,371' N;52° 21,966' N;167° 02,034' W;167° 06,448' W;4544;4608;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621417;52.00610167;-167.000565;-167.0017911
8_5;"N Slope Aleutian Trench

";ICUL16614;Tanaidomorpha;Colletteidae;Haplocope;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16724;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;2;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16724;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16630;Tanaidomorpha;Agathotanaidae;Paragathotanais;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16644;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16623;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16646;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16707; Tanaidomorpha;Akanthophoreidae;Paraleptognathia;;sp. 1;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_5;"N Slope Aleutian Trench

";ICUL16776; Tanaidomorpha;Colletteidae;Leptognathiopsis;;sp. 2;1;BC;;;52° 21.964' N;;167° 05.251' W;;4611;;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00610111;;-167.0014586;
8_8;"N Slope Aleutian Trench

";ICUL16636; Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 5;1;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL16641;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;3;EBS;;;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL16649;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 5;1;EBS;;;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13429;Tanaidomorpha;Paratanaoidea incertae sedis;Insociabilitanais;;sp. 1;1;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13493;Tanaidomorpha;Paratanaoidea incertae sedis;Insociabilitanais;;sp. 1;1;EBS;Epi;Livesorting;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13494;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 2;1;EBS;Epi;Livesorting;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13432;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13431;Tanaidomorpha;Paratanaoidea incertae sedis;Singula;;sp. 1;2;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL15901;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 3;1;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL15902;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13495;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 2;1;EBS;Epi;Livesorting;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL13428;Tanaidomorpha;Caudalongidae;Univeristatotanais;;sp. 1;2;EBS;Epi;300 µm;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL16811;Tanaidomorpha;Paratanaoidea incertae sedis;Insociabilitanais;;sp. 1;1;EBS;Epi;Livesorting;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL16089;Tanaidomorpha;Leptognathiidae;Leptognathiella;;sp. 1;1;EBS;;;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
8_8;"N Slope Aleutian Trench

";ICUL16655;Tanaidomorpha;Paratanaoidea incertae sedis;Insociabilitanais;;sp. 1;1;EBS;Epi;Livesorting;52° 22,380' N;52° 22,372' N;167° 02,105' W;167° 06,628' W;4541;4586;0.00865;244.58094;34.68444;160.12901;2.56968;7.72300;153.84814;36.95663;0.00060;1.07545;52.00621667;52.00621444;-167.0005847;-167.0018411
9_11;Hadal;ICUL16723; Tanaidomorpha;Akanthophoreidae;Stenotanais;;sp. 2;1;BC;;;51° 54.493' N;;166° 51.842' W;;6500;;0.01079;63.08262;34.68727;161.88395;2.55638;7.67412;155.35802;36.75818;0.00061;1.04168;51.01513694;;-166.0144006;
9_11;Hadal;ICUL16631; Tanaidomorpha;Agathotanaidae;Paragathotanais;;sp. 2;1;BC;;;51° 54.493' N;;166° 51.842' W;;6500;;0.01079;63.08262;34.68727;161.88395;2.55638;7.67412;155.35802;36.75818;0.00061;1.04168;51.01513694;;-166.0144006;
